Theta_deg,Theta_rad,Gamma_mean,Gamma_std
31.0,0.5410520681182421,1.046949944444444,0.05499370812998338
32.0,0.5585053606381855,1.0455292777777774,0.05521786466182597
33.0,0.5759586531581288,1.0439609444444438,0.055443892677364694
34.0,0.5934119456780721,1.0422500555555552,0.05567364395891093
35.0,0.6108652381980153,1.040404222222223,0.05590896626516633
36.0,0.6283185307179586,1.038427722222222,0.056150272442502716
37.0,0.6457718232379019,1.036325,0.056402306055101444
38.0,0.6632251157578453,1.0340998888888888,0.05666614368375224
39.0,0.6806784082777885,1.0317551111111112,0.05694611463176676
40.0,0.6981317007977318,1.029296611111111,0.057245732098693894
41.0,0.7155849933176751,1.0267284444444444,0.057568060770826546
42.0,0.7330382858376184,1.0240580555555558,0.05791805086208947
43.0,0.7504915783575618,1.0212942222222225,0.058299402588472875
44.0,0.767944870877505,1.0184478888888897,0.058714968628951585
45.0,0.7853981633974483,1.015530722222222,0.059167556679038925
46.0,0.8028514559173916,1.0125598333333334,0.05965804637426912
47.0,0.8203047484373349,1.0095523333333332,0.06018561382275851
48.0,0.8377580409572782,1.006526944444445,0.06074862892917577
49.0,0.8552113334772214,1.0035067222222218,0.06134151876385338
50.0,0.8726646259971648,1.0005134999999996,0.06195989571645876
51.0,0.8901179185171081,0.997571111111111,0.06259392283147061
52.0,0.9075712110370514,0.9947041666666664,0.0632332666479617
53.0,0.9250245035569946,0.9919357222222228,0.06386779085676005
54.0,0.9424777960769379,0.9892877222222222,0.06448326924120669
55.0,0.9599310885968813,0.986781277777778,0.0650691155962519
56.0,0.9773843811168246,0.9844341666666662,0.06561122812848254
57.0,0.9948376736367679,0.9822616111111108,0.06609743584002743
58.0,1.0122909661567112,0.9802756666666672,0.06651636830384931
59.0,1.0297442586766545,0.9784826111111111,0.06685817047521724
60.0,1.0471975511965976,0.9768866111111115,0.06711366302495002
61.0,1.064650843716541,0.9754872222222222,0.0672775415313771
62.0,1.0821041362364843,0.9742785555555559,0.06734525450675977
63.0,1.0995574287564276,0.9732513888888888,0.06731351733793384
64.0,1.117010721276371,0.9723930555555558,0.06718235893692813
65.0,1.1344640137963142,0.9716869444444441,0.06695432614930887
66.0,1.1519173063162575,0.971113944444445,0.06663268293410458
67.0,1.1693705988362009,0.9706532222222222,0.0662242858831139
68.0,1.1868238913561442,0.9702829444444452,0.06573790309248471
69.0,1.2042771838760873,0.9699790000000004,0.06518262340958329
70.0,1.2217304763960306,0.9697192222222222,0.06457032993785886
71.0,1.239183768915974,0.9694826666666663,0.06391505181445482
72.0,1.2566370614359172,0.9692483888888889,0.06323009252953225
73.0,1.2740903539558606,0.9689999444444444,0.06253254769848723
74.0,1.2915436464758039,0.9687227222222228,0.06183796765949034
75.0,1.3089969389957472,0.9684048333333334,0.06116261605547951
76.0,1.3264502315156905,0.9680387222222221,0.06052183249805677
77.0,1.3439035240356338,0.9676206666666665,0.059931167179987026
78.0,1.361356816555577,0.9671506111111108,0.05940188229494164
79.0,1.3788101090755203,0.9666310555555563,0.058945193315459714
